Timestamp,Name,Email,University Email,Major,Year,Graduating Year,LinkedIn,GitHub,Resume URL,Hours/Week,Available Until,Project Rankings,Interest,Skills,Additional Notes,Source,Status
,,,,,,,,,,,,,,,,mtc-osu-luma,New
